ID,Lifestage,Weight_g,Standardised_day,Group,Error,Temperature,Location,Latitude,LabField,Species,Food_availability,Food_notes,ReferenceDOI,ReferenceID,Notes,Consecutive_timescale_all,Consecutive_timescale_field,Consecutive_timescale_lab,Temp_consec_time
1,1SW,1704.7945,0,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13868,13400,,
1,1SW,1744.133,10,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13878,13410,,
1,1SW,1802.6203,20,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13898,13430,,
1,1SW,1870.6967,30,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13928,13460,,
1,1SW,1929.184,40,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13968,13500,,
1,1SW,1987.6859,50,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14018,13550,,
1,1SW,2046.1438,60,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14078,13610,,
1,1SW,2143.046,70,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14148,13680,,
1,1SW,2211.1077,80,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14228,13760,,
1,1SW,2307.995,90,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14318,13850,,
1,1SW,2414.413,100,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14418,13950,,
1,1SW,2559.2015,110,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14528,14060,,
1,1SW,2675.2524,120,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14648,14180,,
1,1SW,2820.041,130,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14778,14310,,
1,1SW,3003.186,140,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14918,14450,,
2,1SW,1840.0089,0,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13868,13400,,
2,1SW,1879.3473,10,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13878,13410,,
2,1SW,1956.9833,20,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13898,13430,,
2,1SW,2044.2524,30,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13928,13460,,
2,1SW,2112.3288,40,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13968,13500,,
2,1SW,2209.1868,50,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14018,13550,,
2,1SW,2258.0411,60,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14078,13610,,
2,1SW,2345.3248,70,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14148,13680,,
2,1SW,2432.6231,80,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14228,13760,,
2,1SW,2567.8375,90,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14318,13850,,
2,1SW,2664.6957,100,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14418,13950,,
2,1SW,2809.455,110,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14528,14060,,
2,1SW,2954.273,120,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14648,14180,,
2,1SW,3099.091,130,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14778,14310,,
3,1SW,2149.7467,140,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14918,14450,,
3,1SW,2246.6192,150,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,15068,14600,,
3,1SW,2333.859,160,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,15228,14760,,
3,1SW,2421.1135,170,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,15398,14930,,
3,1SW,2508.397,180,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,15578,15110,,
3,1SW,2605.226,190,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,15768,15300,,
3,1SW,2750.0293,200,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,15968,15500,,
3,1SW,2894.8326,210,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16178,15710,,
3,1SW,3068.3885,220,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16398,15930,,
4,1SW,1985.7651,0,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13868,13400,,
4,1SW,2034.6634,10,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13878,13410,,
4,1SW,2073.958,20,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13898,13430,,
4,1SW,2151.6526,30,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13928,13460,,
4,1SW,2200.507,40,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,13968,13500,,
4,1SW,2307.0128,50,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14018,13550,,
4,1SW,2423.0342,60,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14078,13610,,
4,1SW,2548.7034,70,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14148,13680,,
4,1SW,2664.6664,80,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14228,13760,,
4,1SW,2799.8512,90,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14318,13850,,
4,1SW,2963.8474,100,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14418,13950,,
4,1SW,3108.6214,110,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,14528,14060,,
5,2SW,4183.576,0,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16398,15930,,
5,2SW,4251.638,10,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16408,15940,,
5,2SW,4319.7,20,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16428,15960,,
5,2SW,4378.2454,30,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16458,15990,,
5,2SW,4475.0595,40,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16498,16030,,
5,2SW,4562.314,50,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16548,16080,,
5,2SW,4687.954,60,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16608,16140,,
5,2SW,4804.0047,70,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16678,16210,,
5,2SW,4948.7786,80,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16758,16290,,
5,2SW,5122.3054,90,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16848,16380,,
5,2SW,5305.5086,100,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16948,16480,,
5,2SW,5527.01,110,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17058,16590,,
5,2SW,5796.4854,120,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17178,16710,,
5,2SW,6075.491,130,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17308,16840,,
5,2SW,6364.13,140,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17448,16980,,
5,2SW,6729.481,150,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17598,17130,,
5,2SW,7104.4216,160,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17758,17290,,
5,2SW,7517.6888,170,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17928,17460,,
5,2SW,7978.9305,180,1,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,18108,17640,,
6,2SW,4030.1223,0,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16398,15930,,
6,2SW,4098.213,10,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16408,15940,,
6,2SW,4156.7154,20,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16428,15960,,
6,2SW,4253.5734,30,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16458,15990,,
6,2SW,4359.977,40,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16498,16030,,
6,2SW,4447.2456,50,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16548,16080,,
6,2SW,4601.682,60,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16608,16140,,
6,2SW,4746.456,70,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16678,16210,,
6,2SW,4881.685,80,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16758,16290,,
6,2SW,5036.048,90,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16848,16380,,
6,2SW,5238.3857,110,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16958,16490,,
6,2SW,5459.872,110,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17068,16600,,
6,2SW,5671.813,120,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17188,16720,,
6,2SW,5883.7395,130,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17318,16850,,
6,2SW,6134.022,140,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17458,16990,,
6,2SW,6422.6465,150,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17608,17140,,
6,2SW,6692.064,160,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17768,17300,,
6,2SW,7019.0587,170,2,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17938,17470,,
7,2SW,3771.2622,0,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16398,15930,,
7,2SW,3848.8688,10,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16408,15940,,
7,2SW,3888.2368,20,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16428,15960,,
7,2SW,3975.4765,30,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,They also altered photoperiod,16458,15990,,
7,2SW,4043.553,40,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16498,16030,,
7,2SW,4130.7926,50,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16548,16080,,
7,2SW,4266.051,60,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16608,16140,,
7,2SW,4382.0286,70,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16678,16210,,
7,2SW,4507.6685,80,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16758,16290,,
7,2SW,4671.664,90,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16848,16380,,
7,2SW,4845.2053,100,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16948,16480,,
7,2SW,5018.7907,110,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17058,16590,,
7,2SW,5211.5393,120,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17178,16710,,
7,2SW,5404.273,130,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17308,16840,,
7,2SW,5654.526,140,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17448,16980,,
7,2SW,5933.6057,150,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17598,17130,,
7,2SW,6203.0225,160,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17758,17290,,
7,2SW,6568.3737,170,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17928,17460,,
7,2SW,6895.369,180,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,18108,17640,,
7,2SW,7299.076,190,3,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,18298,17830,,
8,2SW,3694.5353,0,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16398,15930,,
8,2SW,3733.8297,10,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16408,15940,,
8,2SW,3830.629,20,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16428,15960,,
8,2SW,3889.1897,30,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16458,15990,,
8,2SW,3957.2368,40,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16498,16030,,
8,2SW,4063.728,50,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16548,16080,,
8,2SW,4170.1164,60,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16608,16140,,
8,2SW,4266.96,70,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16678,16210,,
8,2SW,4363.8034,80,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16758,16290,,
8,2SW,4489.458,90,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16848,16380,,
8,2SW,4643.8355,100,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,16948,16480,,
8,2SW,4817.4205,110,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17058,16590,,
8,2SW,4981.4315,120,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17178,16710,,
8,2SW,5174.1214,130,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17308,16840,,
8,2SW,5366.914,140,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17448,16980,,
8,2SW,5598.004,150,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17598,17130,,
8,2SW,5829.05,160,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17758,17290,,
8,2SW,6108.144,170,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,17928,17460,,
8,2SW,6415.946,180,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,18108,17640,,
8,2SW,6733.323,190,4,,,Scotland,,Field,Atlantic Salmon,,,10.1093/icesjms/fsp096,1,,18298,17830,,
9,Fry,0.19,0,1,0.05,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,Flow was chnaged for these,105,0,,
9,Fry,0.21,0,1,0.05,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,Flow was chnaged for these,105,0,,
9,Fry,0.19,3,1,0.05,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,Flow was chnaged for these,108,3,,
9,Fry,0.25,3,1,0.04,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,Flow was chnaged for these,108,3,,
9,Fry,0.2,6,1,0.02,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,Flow was chnaged for these,114,6,,
9,Fry,0.2,6,1,0.04,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,Flow was chnaged for these,114,6,,
9,Fry,0.2,9,1,0.04,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,Flow was chnaged for these,123,9,,
9,Fry,0.21,9,1,0.03,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,,123,9,,
9,Fry,0.2,12,1,0.05,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,,135,12,,
9,Fry,0.24,12,1,0.07,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,,135,12,,
10,Fry,0.27,0,2,0.05,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,,105,0,,
10,Fry,0.26,0,2,0.03,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,,105,0,,
10,Fry,0.29,7,2,0.08,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,,112,7,,
10,Fry,0.35,7,2,0.08,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,,112,7,,
10,Fry,0.29,10,2,0.12,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,,122,10,,
10,Fry,0.38,10,2,0.08,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,,122,10,,
10,Fry,0.28,14,2,0.09,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,,136,14,,
10,Fry,0.38,14,2,0.1,,"Newfoundland, Canada",,Field,Atlantic Salmon,,,10.1139/f03-162,2,,136,14,,
11,Parr,0.15270817,0,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,189,15,,
11,Parr,0.16330063,3,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,192,18,,
11,Parr,0.20417109,11,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,203,29,,
11,Parr,0.2282831,14,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,217,43,,
11,Parr,0.24964549,19,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,236,62,,
11,Parr,0.31915897,27,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,263,89,,
11,Parr,0.6518436,43,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,306,132,,
11,Parr,1.0178473,43,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,349,175,,
11,Parr,0.91103405,51,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,400,226,,
11,Parr,1.3016915,56,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,456,282,,
11,Parr,1.1912136,63,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,519,345,,
11,Parr,2.3800776,84,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,603,429,,
11,Parr,2.5451696,87,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,690,516,,
11,Parr,3.2563539,106,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,796,622,,
11,Parr,3.3286374,102,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,898,724,,
11,Parr,3.81266,132,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,1030,856,,
11,Parr,3.979027,105,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,1135,961,,
11,Parr,5.822878,134,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,1269,1095,,
11,Parr,5.82796,147,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,1416,1242,,
11,Parr,6.6652293,155,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,1571,1397,,
11,Parr,7.450749,155,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,1726,1552,,
11,Parr,5.337399,165,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,1891,1717,,
11,Parr,6.105524,176,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,2067,1893,,
11,Parr,4.513933,325,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,2392,2218,,
11,Parr,7.3801284,346,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,2738,2564,,
11,Parr,7.3833485,352,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,3090,2916,,
11,Parr,9.859716,346,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,3436,3262,,
11,Parr,8.082198,372,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,3808,3634,,
11,Parr,11.042168,374,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,4182,4008,,
11,Parr,15.794335,395,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,4577,4403,,
11,Parr,17.287418,413,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,4990,4816,,
11,Parr,16.539345,417,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,5407,5233,,
11,Parr,25.26795,424,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,5831,5657,,
11,Parr,25.88241,450,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,6281,6107,,
11,Parr,27.707918,469,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,6750,6576,,
11,Parr,32.480396,513,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,7263,7089,,
11,Parr,29.071892,522,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,7785,7611,,
11,Parr,33.248486,530,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,8315,8141,,
11,Parr,32.540665,541,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,8856,8682,,
11,Parr,29.458029,719,1,,,England,,Field,Atlantic Salmon,,,10.1046/j.1365-2435.1997.00130.x,3,,9575,9401,,
